Gas Buggey Napa Blue Loafers;Complete an easy going look wearing this pair of blue coloured loafers from the house of GAS. The synthetic lining and a TPR (thermoplastic rubber) sole further ensure utmost comfort and grip for your feet. This pair of stylish loafers is perfect for all seasons. ;http://www.jabong.com/Gas-Buggey-Napa-Blue-Loafers-624781.html;3499.0;3499.0
Adidas Galba M Navy Blue Running Shoes;adidas presents these navy blue coloured 'Galba M' running shoes, which will let you run miles after miles with ease. Meant for men, these running shoes are durable and light in weight. The other specifications are: ;http://www.jabong.com/Adidas-Galba-M-Navy-Blue-Running-Shoes-635378.html;2599.0;2599.0
Asics Gel Forte White Running Shoes;Every runner has his own style and it is important to keep this style in mind while picking up the running shoes. Check out this pair of ‘Gel Forte’ running shoes from ASICS that is perfect for pronators. Other specifications: ;http://www.jabong.com/Asics-Gel-Forte-White-Running-Shoes-623443.html;7999.0;7999.0
Buckaroo Brown Slippers;Add a touch of character to your look with this ultimate pair of brown coloured slippers from the house of Buckaroo. These slippers ensure great comfort and provide proper grip to your feet.  Team up this pair with a T-shirt and slim-fit denims for a dashing look.  ;http://www.jabong.com/Buckaroo-Brown-Slippers-627860.html;1795.0;1795.0
Nike Magista Onda Tf Green Football Shoes;Nike presents this pair of ‘Magista Onda TF’ football shoes. For players who like to score in the most innovative ways, a synthetic leather upper and allover texture will give them a distinct advantage over their opponents. These cleats will provide high levels of grip over all types of turf. Some of its features are: ;http://www.jabong.com/Nike-Magista-Onda-Tf-Green-Football-Shoes-634176.html;5295.0;5295.0
Cat Blaxland Olive Loafers;Stylish and sturdy, these olive coloured loafers for men from the house of Cat Footwear are an ideal pick for men who like to make a subtle style statement. Featuring premium quality nubuck leather upper and mesh lining, these loafers are very durable and absorb perspiration to provide comfort.  The light, soft and flexible TPR (thermoplastic rubber) sole will keep you comfortable while walking. Team these with blue coloured denims to look stylish.     ;http://www.jabong.com/cat-Blaxland-Olive-Loafers-617023.html;6299.0;6299.0
Cat Blaxland Brown Loafers;Take a break from your monotonous formal shoes by wearing this pair of brown coloured ‘Blaxland’ loafers for men from Cat Footwear. Featuring nubuck leather upper and mesh lining, this pair is a fine blend of style, comfort and durability. The TPR (thermoplastic rubber) sole of this pair further adds to its durability and ensures maximum traction. ;http://www.jabong.com/cat-Blaxland-Brown-Loafers-617027.html;6299.0;6299.0
Adidas Phantom 2 M Silver Running Shoes;A perfect pick to beat your own timing on the running track is this pair of ‘Phantom 2’ men’s running shoes from adidas. The features of these silver coloured lace-ups are: ;http://www.jabong.com/Adidas-Phantom-2-M-Silver-Running-Shoes-620324.html;2199.0;2199.0
Adidas Phantom 2 M Black Running Shoes;Check out this pair of ‘Phantom 2 M’ running shoes for men by adidas. Promising maximum breathability and stability, these black lace-ups have mesh upper and lining. The rubber outsole further ensures the best traction and balance on all kinds of surfaces.     Features:   - Round toe - Mesh upper with overlays for maximum breathability - Branding at either side of midfoot and at heel - Reinforced heel collar - Padded tongue and collar - EVA midsole for lightweight cushioning ;http://www.jabong.com/Adidas-Phantom-2-M-Black-Running-Shoes-555345.html;2199.0;2199.0
Ruosh Tan Dress Shoes;Complete your corporate look by wearing this pair of tan coloured dress shoes from RUOSH. Classy in every sense, these slip-ons feature leather upper and lining to ensure optimum comfort for your feet.  Lightweight and durable, these shoes have a tough TPR (thermoplastic rubber) outsole that promises better traction and flexibility.;http://www.jabong.com/ruosh-Tan-Dress-Shoes-625640.html;3990.0;3990.0
Ruosh Blue Slippers;Bring home a perfect complement to your ethnic outfits in the form of these blue coloured men’s slippers from RUOSH. The leather upper and lining of these slippers assure pure comfort and high flexibility, while the TPR (thermoplastic rubber) sole promises slip and abrasion resistance.;http://www.jabong.com/ruosh-Blue-Slippers-625719.html;1990.0;1990.0
Adidas Originals Varial Mid Grey Sneakers;adidas Originals offers these ‘Varial Mid’ sneakers that are a must-have for the contemporary man of today. Ideal to be worn with casuals, these grey coloured sneakers have a full-grain leather upper with suede heel overlays, a hook-and-loop strap over laces and a breathable mesh lining. Not to forget, the squared-off herringbone-pattern rubber outsole that makes this pair sturdy and comfortable to wear.  ;http://www.jabong.com/adidas-originals-Varial-Mid-Grey-Sneakers-620430.html;6999.0;6999.0
Bacca Bucci Brown Dress Shoes;Spruce up your look with this pair of brown coloured dress shoes by Bacca Bucci. Offering optimum traction on the wet or dry floor, the Thermoplastic Rubber sole complements the sleek design of this pair of dress shoes. Club these versatile dress shoes with denims or chinos and head out for a getaway with friends. ;http://www.jabong.com/bacca-bucci-Brown-Dress-Shoes-617126.html;2199.0;2199.0
